,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
10225,ID_633,"Sector 1, Noida",Noida,"Mithai, Bakery",200,50,3.1,6,2,30
10226,ID_1403,"Delhi High Court, India Gate",Delhi,North Indian,150,50,-,-,-,30
10227,ID_3707,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Continental, Burger, Pizza, Sandwich, Fast Food",150,50,3.7,116,39,45
10228,ID_2030,"Sector 3, Marathalli",Bangalore,"Bengali, Chinese, North Indian",250,99,3.2,198,69,45
10229,ID_7113,"Sector 3, Marathalli",Bangalore,"South Indian, North Indian, Chinese, Beverages",200,50,3.8,142,39,30
10230,ID_2598,"Sector 1, Noida",Noida,"Bakery, Cafe, Pizza, Sandwich, Salad",200,50,3.9,48,36,30
10231,ID_1782,"Sector 1, Noida",Noida,Street Food,150,0,3.4,48,23,65
10232,ID_4118,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, South Indian",100,50,3.6,114,25,65
10233,ID_6927,"Sector 1, Noida",Noida,"North Indian, Continental, Chinese, Juices",250,50,4.1,1109,553,65
10234,ID_201,"Sector 1, Noida",Noida,Street Food,100,50,4.0,115,22,30
10235,ID_8357,"Delhi High Court, India Gate",Delhi,"Bakery, Desserts",200,99,-,-,-,120
10236,ID_3096,"Babarpur, New Delhi, Delhi",Delhi,Healthy Food,200,50,3.5,33,15,30
10237,ID_7502,"Sector 14, Noida",Noida,"North Indian, Healthy Food, South Indian",200,50,3.6,79,23,30
10238,ID_6049,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"South Indian, Beverages",100,50,3.5,18,7,30
10239,ID_5289,"Sector 3, Marathalli",Bangalore,North Indian,200,50,3.6,42,24,30
10240,ID_7686,Pune University,Pune,"North Indian, Chinese, Continental",150,50,3.5,27,19,30
10241,ID_5125,"MG Road, Pune",Pune,"Fast Food, Pizza, Desserts",200,50,3.4,20,5,30
10242,ID_4654,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,"Burger, Fast Food, Beverages, Cafe, Desserts",200,50,4.1,818,147,30
10243,ID_8512,"Nathan Road, Mangaldas Road, Pune",Pune,American,300,50,3.8,20,13,30
10244,ID_2379,"FTI College, Law College Road, Pune",Pune,Fast Food,150,50,-,-,-,30
10245,ID_5146,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Kerala",250,50,3.4,14,2,30
10246,ID_3004,Delhi University-GTB Nagar,Delhi,South Indian,100,50,3.8,141,35,30
10247,ID_111,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese",450,99,3.1,4,3,45
10248,ID_7295,Pune University,Pune,"Bakery, Desserts, Ice Cream",150,50,4.1,67,53,45
10249,ID_2707,Mumbai Central,Mumbai,North Indian,100,50,-,-,-,30
10250,ID_1219,"Sector 14, Noida",Noida,North Indian,200,50,4.0,71,55,30
10251,ID_5484,"Nathan Road, Mangaldas Road, Pune",Pune,Chinese,150,50,3.5,34,3,30
10252,ID_2397,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",150,50,3.8,95,44,30
10253,ID_7192,"FTI College, Law College Road, Pune",Pune,"Fast Food, Beverages",200,50,4.0,98,62,30
10254,ID_6376,Delhi University-GTB Nagar,Delhi,North Indian,200,50,3.3,23,8,45
10255,ID_651,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, South Indian",250,99,3.0,15,6,45
10256,ID_470,"Sector 14, Noida",Noida,"Arabian, Fast Food",150,50,3.4,9,4,30
10257,ID_5191,"Babarpur, New Delhi, Delhi",Delhi,"Pizza, Fast Food",150,50,NEW,-,-,30
10258,ID_3893,"Tiretti, Kolkata",Kolkata,"Mishti, Fast Food, South Indian, Street Food, Desserts",200,50,3.6,113,74,30
10259,ID_4465,"MG Road, Pune",Pune,"North Indian, Chinese, Mughlai",200,50,3.9,1759,375,30
10260,ID_2605,"Sector 63A,Gurgaon",Gurgaon,North Indian,250,50,4.1,297,171,45
10261,ID_8592,"Raja Bazar, Kolkata",Kolkata,"Pizza, Burger, Rolls, Sandwich",100,50,3.2,9,4,30
10262,ID_1078,Delhi Cantt.,Delhi,"Pizza, Italian",250,99,4.2,793,418,45
10263,ID_1309,"Sandhurst Road, Mumbai CST Area",Mumbai,"Chinese, Mughlai, North Indian",200,50,3.5,63,34,30
10264,ID_979,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Bakery, Fast Food, Desserts",200,50,4.3,36,30,30
10265,ID_7882,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Odia",150,50,-,-,-,30
10266,ID_7454,"Sector 3, Marathalli",Bangalore,"South Indian, Chinese, Biryani",100,50,-,-,-,30
10267,ID_7863,"Yerawada, Pune, Maharashtra",Pune,"Momos, Fast Food, Tibetan, Chinese, Beverages",150,50,3.7,48,39,30
10268,ID_3892,"Delhi Administration Flats, Timarpur",Delhi,Bakery,100,50,-,-,-,30
10269,ID_187,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, South Indian, Fast Food",200,50,3.2,31,14,30
10270,ID_6805,"Sector 14, Noida",Noida,"Mithai, North Indian, Chinese",150,50,NEW,-,-,30
10271,ID_1123,"D-Block, Sector 63, Noida",Noida,"Fast Food, Burger, Sandwich, Beverages",100,50,3.7,53,22,30
10272,ID_3843,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Arabian",300,50,3.0,20,7,30
10273,ID_7110,"Hyderabad Public School, Begumpet",Hyderabad,"South Indian, Biryani",200,50,3.9,48,19,30
10274,ID_6949,"Delhi High Court, India Gate",Delhi,"Parsi, North Indian, Iranian, Maharashtrian, Fast Food, Desserts, Beverages",850,50,4.2,2990,1787,45
10275,ID_2220,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,50,50,3.5,11,3,30
10276,ID_1997,"MG Road, Pune",Pune,North Indian,200,50,3.0,35,8,45
10277,ID_2629,"Sandhurst Road, Mumbai CST Area",Mumbai,"Fast Food, Pizza",150,50,3.0,73,28,45
10278,ID_4562,Delhi Cantt.,Delhi,Chinese,250,50,3.9,21,14,30
10279,ID_3485,Delhi Cantt.,Delhi,North Indian,150,50,3.2,11,2,65
10280,ID_4721,"Sector 1, Noida",Noida,North Indian,200,99,3.0,19,11,45
10281,ID_1156,"Delhi Administration Flats, Timarpur",Delhi,"Burger, Fast Food, Desserts, Beverages",150,50,-,-,-,30
10282,ID_1497,Pune University,Pune,"North Indian, Chinese",200,50,4.0,2527,1009,80
10283,ID_8037,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Modern Indian, Continental, BBQ",650,99,4.2,1426,875,45
10284,ID_7732,"Sector 1, Noida",Noida,"North Indian, Chinese, Fast Food",300,50,4.3,-,-,30
10285,ID_3115,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai, Kebab",200,50,4.3,145,102,30
10286,ID_7690,"Babarpur, New Delhi, Delhi",Delhi,Beverages,100,50,-,-,-,30
10287,ID_8400,Delhi University-GTB Nagar,Delhi,"Desserts, Beverages",150,50,3.6,16,7,45
10288,ID_781,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"Mithai, Street Food",50,50,NEW,-,-,30
10289,ID_3756,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, Fast Food, Mughlai, Italian, Burger, Desserts, Beverages",250,99,4.5,777,261,45
10290,ID_2235,"FTI College, Law College Road, Pune",Pune,"Sandwich, Fast Food, Salad, Beverages, Healthy Food",250,50,3.8,32,20,30
10291,ID_800,"Sector 14, Noida",Noida,Fast Food,250,50,3.9,-,-,30
10292,ID_4468,Pune University,Pune,South Indian,150,50,3.5,214,97,65
10293,ID_1061,"D-Block, Sector 63, Noida",Noida,"Pizza, Fast Food",200,50,-,-,-,30
10294,ID_7081,Majestic,Bangalore,"Beverages, Fast Food",100,50,3.9,-,-,45
10295,ID_1086,"D-Block, Sector 63, Noida",Noida,"North Indian, Fast Food",100,50,3.5,31,23,30
10296,ID_1575,"D-Block, Sector 63, Noida",Noida,North Indian,250,99,-,-,-,30
10297,ID_4509,"MG Road, Pune",Pune,"Seafood, North Indian, Mangalorean, Chinese",600,50,3.9,577,313,45
10298,ID_1564,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Mughlai",200,50,-,-,-,30
10299,ID_4527,"Sector 14, Noida",Noida,"North Indian, Mughlai, Biryani, Rolls",200,99,4.7,249,235,30
10300,ID_7901,"Sector 1, Noida",Noida,"North Indian, Chinese, Beverages",600,50,4.3,857,621,65
10301,ID_2919,"Moulali, Kolkata",Kolkata,"South Indian, North Indian, Chinese",250,50,3.6,147,56,45
10302,ID_6634,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese, Fast Food",200,50,3.4,53,24,30
10303,ID_8542,"Delhi Administration Flats, Timarpur",Delhi,"Mithai, Street Food",150,50,3.8,100,24,30
10304,ID_5085,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Ice Cream,50,50,3.6,9,3,30
10305,ID_6866,"Delhi Administration Flats, Timarpur",Delhi,North Indian,150,50,NEW,-,-,30
10306,ID_3635,"Yerawada, Pune, Maharashtra",Pune,"Asian, European, North Indian, American",600,50,4.3,438,239,30
10307,ID_699,"Sandhurst Road, Mumbai CST Area",Mumbai,"Biryani, Chinese, Fast Food, Beverages, North Indian, Mughlai, Seafood",350,50,3.7,269,127,45
10308,ID_5471,"Delhi Administration Flats, Timarpur",Delhi,North Indian,100,50,3.8,112,24,30
10309,ID_2931,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Italian",250,50,3.5,26,14,30
10310,ID_4642,"Sector 1, Noida",Noida,"North Indian, Mughlai, Chinese",300,50,3.7,238,28,45
10311,ID_1365,"Sandhurst Road, Mumbai CST Area",Mumbai,"Desserts, Bakery",200,50,3.2,5,2,30
10312,ID_2558,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Healthy Food,200,50,-,-,-,30
10313,ID_5286,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Seafood, Asian",350,50,3.5,42,24,30
10314,ID_3967,"Sector 14, Noida",Noida,"Bakery, Desserts, Fast Food",150,50,3.5,47,16,65
10315,ID_7254,"Sector 3, Marathalli",Bangalore,"Beverages, Fast Food",100,50,-,-,-,30
10316,ID_1978,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",150,50,3.7,252,189,30
10317,ID_3011,"Sector 14, Noida",Noida,"North Indian, Street Food",100,50,3.9,823,173,45
10318,ID_377,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Biryani",350,50,3.6,95,59,30
10319,ID_8115,Mumbai Central,Mumbai,"Desserts, Beverages",100,50,4.1,313,161,45
10320,ID_2793,"Sector 3, Marathalli",Bangalore,Beverages,100,50,3.1,15,9,30
10321,ID_931,"D-Block, Sector 63, Noida",Noida,"Biryani, Mughlai",400,50,3.6,17,10,30
10322,ID_3335,"FTI College, Law College Road, Pune",Pune,Chinese,200,50,NEW,-,-,30
10323,ID_5538,Majestic,Bangalore,"North Indian, Beverages",100,50,-,-,-,30
10324,ID_7544,Delhi University-GTB Nagar,Delhi,"Desserts, Beverages",200,50,3.8,191,96,30
10325,ID_3498,"Tiretti, Kolkata",Kolkata,Fast Food,100,50,2.9,92,18,45
10326,ID_6747,"MG Road, Pune",Pune,"Fast Food, Maharashtrian, South Indian, Chinese, Beverages",200,50,-,-,-,30
10327,ID_2317,"FTI College, Law College Road, Pune",Pune,"Cafe, Fast Food",100,50,3.5,73,26,45
10328,ID_4580,"Yerawada, Pune, Maharashtra",Pune,"Chinese, North Indian",150,50,2.9,15,3,45
10329,ID_8083,"Dockyard Road, Mumbai CST Area",Mumbai,"Afghan, BBQ, Biryani, Seafood",200,50,3.5,26,15,30
10330,ID_2956,Majestic,Bangalore,"North Indian, Chinese",200,50,-,-,-,30
10331,ID_805,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Beverages",150,50,4.0,43,23,30
10332,ID_6796,"MG Road, Pune",Pune,Mithai,50,50,3.2,8,-,30
10333,ID_8401,Delhi Cantt.,Delhi,"Desserts, Beverages",150,50,4.1,262,152,30
10334,ID_681,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese",200,50,3.8,91,49,30
10335,ID_6785,"Yerawada, Pune, Maharashtra",Pune,Fast Food,100,50,3.8,73,36,30
10336,ID_950,"Sector 1, Noida",Noida,North Indian,150,50,3.6,32,20,30
10337,ID_7525,Majestic,Bangalore,"Vietnamese, Thai, Burmese, Japanese",500,50,4.5,1031,550,45
10338,ID_947,"FTI College, Law College Road, Pune",Pune,North Indian,200,50,3.1,4,-,30
10339,ID_1428,"Sector 1, Noida",Noida,Street Food,100,50,-,-,-,30
10340,ID_598,"Nathan Road, Mangaldas Road, Pune",Pune,Cafe,200,50,3.1,4,1,30
10341,ID_6252,"Sector 1, Noida",Noida,"North Indian, Mughlai",250,99,4.3,775,353,45
10342,ID_6060,"D-Block, Sector 63, Noida",Noida,"Awadhi, North Indian, Mughlai, Afghan",200,50,3.7,88,56,30
10343,ID_2106,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, North Indian",100,50,3.0,4,-,30
10344,ID_3685,"Sector 1, Noida",Noida,Bakery,150,50,3.4,18,2,30
10345,ID_1818,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, Fast Food",200,50,3.6,28,26,30
10346,ID_4922,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Mughlai, North Indian, Chinese, Momos",200,50,3.3,291,56,45
10347,ID_8336,"Sector 63A,Gurgaon",Gurgaon,Bakery,100,50,-,-,-,120
10348,ID_1798,"MG Road, Pune",Pune,"North Indian, Chinese, Continental",400,50,3.4,10,3,65
10349,ID_7061,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,100,50,4.3,1013,476,45
10350,ID_7515,"Sector 1, Noida",Noida,"North Indian, Mughlai, Chinese",200,50,3.8,118,72,45
10351,ID_966,"Sector 3, Marathalli",Bangalore,"Fast Food, Beverages",200,50,NEW,-,-,30
10352,ID_8205,"Sector 1, Noida",Noida,"Bakery, Desserts",150,50,3.8,113,30,30
10353,ID_2733,Mumbai Central,Mumbai,"American, Italian, Beverages",300,50,3.4,108,41,65
10354,ID_6981,"Sector 1, Noida",Noida,"South Indian, Fast Food",150,50,3.8,140,38,30
10355,ID_614,Delhi Cantt.,Delhi,"Bakery, Fast Food",200,50,-,-,-,30
10356,ID_2466,"Babarpur, New Delhi, Delhi",Delhi,South Indian,150,50,NEW,-,-,30
10357,ID_6519,"FTI College, Law College Road, Pune",Pune,"Biryani, North Indian, Chinese",350,50,3.3,19,7,30
10358,ID_4979,Delhi Cantt.,Delhi,Healthy Food,200,50,3.8,28,11,30
10359,ID_8239,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Bakery,200,50,3.2,14,4,30
10360,ID_5617,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Beverages,200,50,3.9,56,24,45
10361,ID_3743,"MG Road, Pune",Pune,"North Indian, Chinese, South Indian",200,50,3.6,20,12,30
10362,ID_810,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Fast Food, South Indian",150,50,3.4,18,10,30
10363,ID_1173,"BTM Layout 1, Electronic City",Bangalore,"Chinese, Momos",250,99,4.0,167,40,45
10364,ID_1732,"Delhi Administration Flats, Timarpur",Delhi,"Chinese, North Indian",200,50,3.2,19,4,45
10365,ID_8560,"Sector 63A,Gurgaon",Gurgaon,Chinese,150,50,-,-,-,30
10366,ID_2794,"Yerawada, Pune, Maharashtra",Pune,"Beverages, Desserts",200,50,4.2,179,91,45
10367,ID_406,"Sector 1, Noida",Noida,"Bakery, Desserts, Fast Food",150,50,3.9,360,234,120
10368,ID_2723,Pune University,Pune,Fast Food,150,99,3.2,16,5,30
10369,ID_4082,"Rmz Centennial, I Gate, Whitefield",Bangalore,South Indian,100,50,-,-,-,30
10370,ID_4445,Delhi Cantt.,Delhi,"Fast Food, Burger",200,50,3.7,33,13,30
10371,ID_5686,Delhi Cantt.,Delhi,"Pizza, Italian",100,50,3.9,108,32,30
10372,ID_8228,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, Chinese, South Indian, Fast Food",250,50,4.8,291,218,30
10373,ID_8195,"D-Block, Sector 63, Noida",Noida,"Biryani, North Indian",250,50,-,-,-,30
10374,ID_3461,Mumbai Central,Mumbai,"Cafe, Fast Food, Continental",200,99,3.5,94,39,45
10375,ID_1538,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",150,50,4.0,110,75,30
10376,ID_4514,"Sector 1, Noida",Noida,"North Indian, Chinese",400,50,4.0,34,24,30
10377,ID_2983,Majestic,Bangalore,"Biryani, South Indian",100,50,3.8,1212,41,30
10378,ID_8147,"FTI College, Law College Road, Pune",Pune,Fast Food,100,50,3.2,9,-,30
10379,ID_4776,"Dockyard Road, Mumbai CST Area",Mumbai,Fast Food,100,50,-,-,-,30
10380,ID_4828,"Sandhurst Road, Mumbai CST Area",Mumbai,"Momos, Fast Food, Tea",150,50,3.3,14,7,30
10381,ID_5919,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Charcoal Chicken, Fast Food, Mughlai, Biryani, Kebab",200,50,3.5,15,10,30
10382,ID_3299,Pune University,Pune,"Finger Food, Italian, North Indian, Modern Indian, Salad",650,99,4.0,2660,1353,45
10383,ID_4936,Mumbai Central,Mumbai,"Fast Food, Sandwich",100,50,-,-,-,30
10384,ID_7634,"Sector 1, Noida",Noida,Chinese,100,50,3.3,10,2,30
10385,ID_902,"Sector 1, Noida",Noida,"Biryani, Kebab, North Indian",150,50,3.5,255,43,45
10386,ID_5813,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,Bengali,100,50,-,-,-,30
10387,ID_6531,"D-Block, Sector 63, Noida",Noida,"Fast Food, Beverages",200,50,3.5,273,83,65
10388,ID_5732,"Sector 3, Marathalli",Bangalore,Italian,250,50,-,-,-,30
10389,ID_3652,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Bakery, Desserts",150,50,3.5,12,5,30
10390,ID_3116,Delhi University-GTB Nagar,Delhi,"Mithai, Street Food, North Indian, South Indian, Bakery, Chinese, Fast Food",250,50,4.1,391,83,30
10391,ID_4698,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Chinese, Thai, Burmese, Asian, Seafood, Fast Food",200,50,4.0,175,113,45
10392,ID_4352,Delhi University-GTB Nagar,Delhi,"Fast Food, North Indian",600,50,3.5,157,77,45
10393,ID_4800,"Chandni Chowk, Kolkata",Kolkata,"Pizza, North Indian, Street Food",150,99,3.3,55,8,45
10394,ID_2490,"Sector 14, Noida",Noida,North Indian,200,50,NEW,-,-,30
10395,ID_5955,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Fast Food,200,50,-,-,-,30
10396,ID_3413,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Fast Food, South Indian, Chinese",200,50,3.6,125,45,30
10397,ID_1635,"Delhi High Court, India Gate",Delhi,Pizza,250,50,3.9,79,45,30
10398,ID_7771,"Sector 1, Noida",Noida,"Cafe, Chinese",200,50,NEW,-,-,30
10399,ID_3871,"Sector 63A,Gurgaon",Gurgaon,North Indian,400,50,3.8,284,118,45
10400,ID_5827,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Fast Food, Beverages, Ice Cream, South Indian, Desserts",100,50,-,-,-,30
10401,ID_2470,"Sector 1, Noida",Noida,Bakery,100,50,3.5,41,16,30
10402,ID_4654,Pune University,Pune,"Burger, Fast Food",200,50,2.9,457,194,30
10403,ID_4476,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,South Indian,150,50,3.8,133,51,45
10404,ID_2188,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Bengali, Fast Food",200,99,2.5,72,23,45
10405,ID_5788,Delhi University-GTB Nagar,Delhi,"North Indian, Mughlai",200,50,3.8,104,27,45
10406,ID_4470,"Nathan Road, Mangaldas Road, Pune",Pune,South Indian,100,50,3.9,75,51,30
10407,ID_1508,"Sector 14, Noida",Noida,North Indian,150,50,3.8,130,40,30
10408,ID_3737,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Chinese, Biryani, North Indian, Desserts",100,50,3.0,8,1,30
10409,ID_2484,"Hyderabad Public School, Begumpet",Hyderabad,"Healthy Food, North Indian",600,99,4.1,77,51,30
10410,ID_1484,"D-Block, Sector 63, Noida",Noida,"Street Food, Tea, Beverages",100,50,3.6,20,12,30
10411,ID_8046,"Moulali, Kolkata",Kolkata,"Beverages, Salad, Desserts",150,99,3.9,210,144,45
10412,ID_1122,"Yerawada, Pune, Maharashtra",Pune,"Cafe, American, Fast Food",200,50,3.5,-,-,30
10413,ID_4285,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Biryani,150,50,3.5,19,10,30
10414,ID_4427,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Fast Food",150,50,3.5,20,4,30
10415,ID_8303,"D-Block, Sector 63, Noida",Noida,Fast Food,100,50,3.5,46,7,30
10416,ID_6965,"Nathan Road, Mangaldas Road, Pune",Pune,"Beverages, Desserts",150,50,3.5,20,2,30
10417,ID_407,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese",200,50,3.6,203,64,65
10418,ID_2688,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese",150,50,3.3,380,82,45
10419,ID_5885,"Delhi Administration Flats, Timarpur",Delhi,North Indian,250,50,3.2,10,2,30
10420,ID_5999,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Fast Food,150,50,NEW,-,-,45
10421,ID_2408,"FTI College, Law College Road, Pune",Pune,"Biryani, Fast Food, North Indian, Rolls, Maharashtrian",150,50,3.5,121,38,30
10422,ID_2846,"FTI College, Law College Road, Pune",Pune,Street Food,100,50,3.3,5,2,30
10423,ID_397,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Andhra, North Indian, Chinese",350,50,4.2,1484,690,45
10424,ID_4922,"Sandhurst Road, Mumbai CST Area",Mumbai,"Chinese, Fast Food, Rolls",150,50,4.0,168,72,30
10425,ID_8529,"Delhi Administration Flats, Timarpur",Delhi,"Cafe, Fast Food",300,50,4.7,399,321,30
10426,ID_956,"FTI College, Law College Road, Pune",Pune,"Healthy Food, Salad, Juices",200,50,3.0,4,2,30
10427,ID_5508,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Healthy Food, Salad, Pizza, Italian",250,99,3.7,165,101,45
10428,ID_4389,"MG Road, Pune",Pune,"Chinese, North Indian",300,50,3.7,135,57,45
10429,ID_2821,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Mughlai, Rolls",200,50,NEW,-,-,30
10430,ID_5790,"Sector 1, Noida",Noida,"North Indian, Chinese",200,50,3.5,62,4,30
10431,ID_5621,Majestic,Bangalore,"Pizza, Italian, Fast Food, Bakery",150,50,NEW,-,-,30
10432,ID_2491,Mumbai Central,Mumbai,"Chinese, Mughlai",450,50,4.1,1719,1260,45
10433,ID_4055,"Sector 3, Marathalli",Bangalore,"Biryani, North Indian, Chinese",250,50,3.4,11,4,30
10434,ID_6551,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Juices, Beverages",50,50,3.5,12,4,30
10435,ID_8511,"Delhi Administration Flats, Timarpur",Delhi,"Chinese, Momos",200,99,3.7,402,255,65
10436,ID_5993,"D-Block, Sector 63, Noida",Noida,"Fast Food, Healthy Food",150,50,4.3,115,67,30
10437,ID_1163,Delhi University-GTB Nagar,Delhi,Korean,400,50,4.1,582,294,65
10438,ID_3984,"Sector 14, Noida",Noida,Mughlai,200,50,NEW,-,-,30
10439,ID_7709,"Sector 14, Noida",Noida,"Chinese, Fast Food",300,50,4.0,527,242,65
10440,ID_7961,Mumbai Central,Mumbai,"Italian, Pizza",800,50,4.1,2211,628,30
10441,ID_7429,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Lebanese,250,50,3.5,30,8,30
10442,ID_1494,"Sector 14, Noida",Noida,"Fast Food, Pizza",200,50,-,-,-,30
10443,ID_4817,"Sector 3, Marathalli",Bangalore,Chinese,100,50,3.6,48,32,30
10444,ID_3722,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Fast Food",200,50,-,-,-,30
10445,ID_2740,"Sector 3, Marathalli",Bangalore,Ice Cream,150,50,3.6,18,9,30
10446,ID_1290,"MG Road, Pune",Pune,"Fast Food, Beverages",100,50,3.2,9,4,30
10447,ID_2966,Pune University,Pune,Street Food,100,50,3.5,45,18,30
10448,ID_3651,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Bakery, Fast Food, Desserts, Beverages",100,99,3.7,33,7,45
10449,ID_4493,"Moulali, Kolkata",Kolkata,South Indian,150,50,3.2,8,3,30
10450,ID_591,Majestic,Bangalore,Fast Food,50,50,3.2,4,-,30
10451,ID_6072,"FTI College, Law College Road, Pune",Pune,"Beverages, Fast Food",100,50,3.9,39,15,30
10452,ID_6527,"Sector 1, Noida",Noida,"North Indian, Chinese",200,50,3.5,50,9,30
10453,ID_4049,"Sector 14, Noida",Noida,"Chinese, Rolls, Beverages",150,50,2.9,109,48,30
10454,ID_2219,Majestic,Bangalore,"South Indian, North Indian, Chinese, Juices",150,50,3.8,213,88,30
10455,ID_186,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Mithai, Fast Food",100,50,3.9,51,22,65
10456,ID_5122,"Moulali, Kolkata",Kolkata,"North Indian, Bengali, Fast Food",200,50,-,-,-,30
10457,ID_8173,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, South Indian, Fast Food",250,50,3.7,189,84,45
10458,ID_3629,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Continental",200,50,3.6,184,93,65
10459,ID_5496,"Sandhurst Road, Mumbai CST Area",Mumbai,"Mughlai, Seafood, Chinese, North Indian, Thai",600,50,3.9,285,113,45
10460,ID_2903,"Delhi High Court, India Gate",Delhi,"Rajasthani, North Indian",350,50,4.2,309,212,30
10461,ID_487,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Mughlai, Chinese, South Indian",400,50,4.0,144,91,65
10462,ID_2943,"Nathan Road, Mangaldas Road, Pune",Pune,"Street Food, Fast Food, North Indian, Chinese",250,99,3.7,78,34,45
10463,ID_4881,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Beverages, Juices, Ice Cream",100,50,3.1,7,4,30
10464,ID_648,"Sector 1, Noida",Noida,North Indian,150,50,-,-,-,30
10465,ID_1424,"Delhi High Court, India Gate",Delhi,"North Indian, Continental, Chinese, Fast Food",800,99,4.0,1852,1130,45
10466,ID_5926,Delhi University-GTB Nagar,Delhi,"North Indian, Mughlai",200,50,3.8,101,24,45
10467,ID_1789,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, Burger, American, Wraps",150,99,3.4,50,14,45
10468,ID_6685,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Biryani",200,50,3.0,455,62,30
10469,ID_7200,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, South Indian, Continental, Fast Food, Chinese",300,50,3.8,1060,528,30
10470,ID_5332,"Delhi High Court, India Gate",Delhi,"Continental, American, Asian, North Indian, Momos, Beverages",550,50,4.7,7062,4966,45
