,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Count Cuisine,Delivery_Time
1846,ID_7713,"Moulali, Kolkata",Kolkata,"Chinese, Italian, Continental",300.0,50,3.8,54.0,31.0,3,
1847,ID_5396,"MG Road, Pune",Pune,"Cafe, Italian, Continental",400.0,50,4.2,738.0,400.0,3,
1848,ID_6049,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,"South Indian, Beverages",100.0,50,3.5,18.0,7.0,2,
1849,ID_950,"Delhi High Court, India Gate",Delhi,"Fast Food, Beverages",200.0,50,3.9,76.0,50.0,2,
1850,ID_3172,"FTI College, Law College Road, Pune",Pune,"Tea, North Indian",150.0,50,3.6,63.0,26.0,2,
1851,ID_4696,"Sector 3, Marathalli",Bangalore,"Desserts, Bakery",150.0,50,3.6,13.0,6.0,2,
1852,ID_3877,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,100.0,50,2.9,4.0,2.0,1,
1853,ID_747,"FTI College, Law College Road, Pune",Pune,"Desserts, Beverages",150.0,50,4.0,103.0,31.0,2,
1854,ID_5891,"D-Block, Sector 63, Noida",Noida,North Indian,100.0,50,3.4,16.0,9.0,1,
1855,ID_5092,"Delhi Administration Flats, Timarpur",Delhi,Mughlai,300.0,50,3.6,63.0,26.0,1,
1856,ID_1790,Majestic,Bangalore,"American, North Indian, Chinese, Asian",600.0,50,4.4,7811.0,3718.0,4,
1857,ID_244,"Sandhurst Road, Mumbai CST Area",Mumbai,"Rolls, Sandwich, Fast Food, Beverages",200.0,50,3.7,267.0,64.0,4,
1858,ID_715,Pune University,Pune,Cafe,200.0,50,4.3,204.0,134.0,1,
1859,ID_3020,"Nathan Road, Mangaldas Road, Pune",Pune,"Ice Cream, Beverages",100.0,50,3.9,96.0,34.0,2,
1860,ID_4057,"FTI College, Law College Road, Pune",Pune,"Ice Cream, Fast Food",100.0,50,3.6,35.0,18.0,2,
1861,ID_5732,"Rmz Centennial, I Gate, Whitefield",Bangalore,Italian,250.0,50,3.6,63.0,26.0,1,
1862,ID_7565,"Delhi Administration Flats, Timarpur",Delhi,"Biryani, North Indian",200.0,50,3.8,97.0,19.0,2,
1863,ID_500,"Tiretti, Kolkata",Kolkata,Street Food,50.0,50,4.1,454.0,204.0,1,
1864,ID_2013,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Italian, Mexican, French",100.0,50,3.6,63.0,26.0,3,
1865,ID_1202,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Cafe, South Indian, North Indian",150.0,50,3.3,5.0,3.0,3,
1866,ID_5549,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese",150.0,50,2.6,186.0,47.0,2,
1867,ID_4548,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,150.0,50,3.6,63.0,26.0,1,
1868,ID_7317,"Sector 63A,Gurgaon",Gurgaon,North Indian,600.0,50,3.6,63.0,26.0,1,
1869,ID_8076,"D-Block, Sector 63, Noida",Noida,North Indian,200.0,50,3.3,9.0,6.0,1,
1870,ID_3340,"Dockyard Road, Mumbai CST Area",Mumbai,"South Indian, North Indian, Fast Food, Chinese",250.0,50,2.7,12.0,8.0,4,
1871,ID_1020,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Sandwich, Fast Food, North Indian, Street Food, Maharashtrian, Beverages",150.0,50,3.3,5.0,2.0,6,
1872,ID_2339,"FTI College, Law College Road, Pune",Pune,"Coffee, Fast Food, Beverages",200.0,50,3.3,13.0,2.0,3,
1873,ID_6922,"Yerawada, Pune, Maharashtra",Pune,"Pizza, Salad",250.0,50,2.5,291.0,106.0,2,
1874,ID_549,"Sector 1, Noida",Noida,"North Indian, Chinese, Pizza, Rolls, Bakery, Beverages, Mithai",150.0,50,3.6,348.0,139.0,7,
1875,ID_423,"FTI College, Law College Road, Pune",Pune,Maharashtrian,50.0,50,3.6,63.0,26.0,1,
1876,ID_112,Delhi University-GTB Nagar,Delhi,"Italian, Fast Food, Steak",250.0,50,3.4,12.0,6.0,3,
1877,ID_3329,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Biryani",200.0,50,3.6,298.0,90.0,3,
1878,ID_5211,Mumbai Central,Mumbai,"South Indian, North Indian, Chinese, Biryani",200.0,50,3.2,28.0,13.0,4,
1879,ID_2827,"D-Block, Sector 63, Noida",Noida,North Indian,150.0,99,3.5,26.0,15.0,1,
1880,ID_8047,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese",100.0,50,3.8,45.0,28.0,2,
1881,ID_1278,"MG Road, Pune",Pune,"Cafe, Fast Food, Korean, Desserts",300.0,50,4.0,134.0,73.0,4,
1882,ID_295,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Desserts, Beverages",150.0,50,3.6,68.0,21.0,2,
1883,ID_4939,Mumbai Central,Mumbai,"Fast Food, Italian, Chinese",150.0,99,3.4,256.0,90.0,3,
1884,ID_1153,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Burger, Fast Food",100.0,50,3.7,309.0,93.0,2,
1885,ID_1154,"Sector 1, Noida",Noida,"Pizza, Burger, Sandwich",200.0,50,3.5,67.0,19.0,3,
1886,ID_5388,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"American, Continental",100.0,50,3.6,5.0,2.0,2,
1887,ID_1811,"Nathan Road, Mangaldas Road, Pune",Pune,Burger,100.0,50,3.6,63.0,26.0,1,
1888,ID_1320,"Delhi High Court, India Gate",Delhi,"Healthy Food, Continental",450.0,50,4.0,769.0,376.0,2,
1889,ID_3364,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Fast Food",200.0,99,3.0,11.0,3.0,3,
1890,ID_6963,"Babarpur, New Delhi, Delhi",Delhi,"Momos, Chinese",150.0,50,3.1,12.0,5.0,2,
1891,ID_2665,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200.0,50,4.0,308.0,187.0,2,
1892,ID_2410,"Nathan Road, Mangaldas Road, Pune",Pune,"Rolls, Fast Food, North Indian",200.0,50,3.6,281.0,104.0,3,
1893,ID_7182,"Delhi Administration Flats, Timarpur",Delhi,North Indian,100.0,50,3.6,63.0,26.0,1,
1894,ID_4807,"Sector 14, Noida",Noida,"Momos, North Indian",150.0,50,3.6,32.0,14.0,2,
1895,ID_568,Delhi University-GTB Nagar,Delhi,Chinese,100.0,50,3.0,14.0,4.0,1,
1896,ID_5437,"Sector 63A,Gurgaon",Gurgaon,"Goan, Chinese, Continental",500.0,50,4.1,115.0,78.0,3,
1897,ID_5314,"FTI College, Law College Road, Pune",Pune,"Salad, Healthy Food, BBQ",150.0,50,3.6,35.0,17.0,3,
1898,ID_431,"Sector 1, Noida",Noida,"North Indian, Chinese",200.0,50,3.6,70.0,24.0,2,
1899,ID_3365,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese, South Indian, Beverages",200.0,50,3.1,4.0,1.0,4,
1900,ID_563,"Sector 63A,Gurgaon",Gurgaon,Biryani,200.0,50,3.6,63.0,26.0,1,
1901,ID_8598,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Biryani",200.0,50,2.9,97.0,15.0,3,
1902,ID_1997,"MG Road, Pune",Pune,North Indian,200.0,99,3.0,35.0,8.0,1,
1903,ID_5051,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, South Indian, Mithai",200.0,50,3.2,491.0,68.0,4,
1904,ID_3286,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Healthy Food",150.0,50,3.7,64.0,23.0,3,
1905,ID_1898,"Sector 1, Noida",Noida,"Fast Food, Pizza",200.0,99,3.6,63.0,26.0,2,
1906,ID_5577,Delhi University-GTB Nagar,Delhi,"Fast Food, Italian, Beverages",200.0,50,3.4,13.0,8.0,3,
1907,ID_8328,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,200.0,50,3.6,103.0,48.0,1,
1908,ID_6018,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, South Indian",200.0,99,3.8,219.0,97.0,3,
1909,ID_10,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",100.0,50,3.4,19.0,1.0,2,
1910,ID_1221,"FTI College, Law College Road, Pune",Pune,"Fast Food, Chinese",200.0,50,3.3,44.0,10.0,2,
1911,ID_4131,"Sector 14, Noida",Noida,"North Indian, Mughlai",300.0,50,3.9,42.0,27.0,2,
1912,ID_163,"Sector 3, Marathalli",Bangalore,Lebanese,100.0,50,3.5,6.0,2.0,1,
1913,ID_6770,"MG Road, Pune",Pune,"South Indian, North Indian",150.0,50,3.1,5.0,26.0,2,
1914,ID_1702,"D-Block, Sector 63, Noida",Noida,Chinese,150.0,50,2.9,5.0,4.0,1,
1915,ID_4569,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Biryani",100.0,50,3.7,53.0,12.0,3,
1916,ID_6863,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese, Mughlai",250.0,50,4.0,712.0,405.0,3,
1917,ID_5400,"Yerawada, Pune, Maharashtra",Pune,"Pizza, Italian, Fast Food, Desserts",300.0,50,4.8,3577.0,2640.0,4,
1918,ID_2367,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Desserts, Burger, Beverages, Fast Food, Cafe, Bakery",250.0,50,4.1,221.0,101.0,6,
1919,ID_35,"FTI College, Law College Road, Pune",Pune,Fast Food,150.0,50,3.6,63.0,26.0,1,
1920,ID_7929,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Street Food, Chinese",300.0,50,4.0,127.0,58.0,3,
1921,ID_580,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Biryani,100.0,50,3.3,5.0,26.0,1,
1922,ID_2725,Delhi University-GTB Nagar,Delhi,"Chinese, Naga",150.0,50,3.5,173.0,34.0,2,
1923,ID_1295,Delhi University-GTB Nagar,Delhi,"Fast Food, Beverages",100.0,50,3.4,19.0,12.0,2,
1924,ID_710,"Sector 14, Noida",Noida,"Fast Food, North Indian, BBQ",150.0,50,2.9,12.0,2.0,3,
1925,ID_210,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"Mithai, Bakery, Fast Food",150.0,50,3.6,56.0,9.0,3,
1926,ID_1983,Delhi Cantt.,Delhi,"Pizza, Fast Food",250.0,50,3.7,27.0,5.0,2,
1927,ID_7998,"D-Block, Sector 63, Noida",Noida,North Indian,200.0,50,3.4,27.0,20.0,1,
1928,ID_4968,"Sector 14, Noida",Noida,North Indian,200.0,50,3.3,15.0,5.0,1,
1929,ID_2630,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, Chinese, Biryani",150.0,50,3.7,87.0,41.0,3,
1930,ID_4715,"Rmz Centennial, I Gate, Whitefield",Bangalore,Bakery,150.0,50,3.1,21.0,10.0,1,
1931,ID_7345,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Kebab",150.0,99,3.5,75.0,35.0,3,
1932,ID_6688,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Continental, North Indian, Chinese",550.0,50,3.9,886.0,637.0,3,
1933,ID_1206,"D-Block, Sector 63, Noida",Noida,"Fast Food, Desserts, Beverages",200.0,50,3.9,37.0,30.0,3,
1934,ID_559,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, Indian, North Indian, Mughlai",200.0,50,2.9,6.0,2.0,4,
1935,ID_3132,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese, Mughlai",300.0,50,3.9,195.0,98.0,3,
1936,ID_4451,"Sector 1, Noida",Noida,"North Indian, Chinese",300.0,50,3.6,63.0,26.0,2,
1937,ID_966,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Fast Food, Beverages",200.0,50,3.6,63.0,26.0,2,
1938,ID_6501,"MG Road, Pune",Pune,"Street Food, Maharashtrian, Chinese",200.0,50,3.8,188.0,91.0,3,
1939,ID_2824,Mumbai Central,Mumbai,"Continental, Juices, American, Fast Food, Italian, Ice Cream",200.0,50,2.8,94.0,49.0,6,
1940,ID_8485,Delhi Cantt.,Delhi,"Cafe, Fast Food, Italian, Chinese, Salad, Momos",350.0,50,4.2,2408.0,1520.0,6,
1941,ID_21,Pune University,Pune,"Pizza, Fast Food",300.0,50,3.7,107.0,50.0,2,
1942,ID_1750,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Ice Cream, Desserts, Beverages",200.0,50,3.8,76.0,50.0,3,
1943,ID_2874,Pune University,Pune,"North Indian, South Indian, Fast Food, Street Food",150.0,50,3.6,43.0,8.0,4,
1944,ID_6297,"Moulali, Kolkata",Kolkata,North Indian,100.0,50,3.6,63.0,26.0,1,
1945,ID_7264,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Chinese, North Indian",200.0,50,3.6,63.0,26.0,2,
1946,ID_2143,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",300.0,50,3.6,43.0,24.0,2,
1947,ID_776,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,4.1,257.0,68.0,1,
1948,ID_6837,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.9,135.0,16.0,1,
1949,ID_1565,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, Beverages",100.0,50,3.6,63.0,26.0,2,
1950,ID_1323,"Babarpur, New Delhi, Delhi",Delhi,Bakery,200.0,50,3.1,10.0,1.0,1,
1951,ID_5611,"Yerawada, Pune, Maharashtra",Pune,"North Indian, South Indian, Chinese, Continental",350.0,50,3.1,9.0,5.0,4,
1952,ID_3455,"Yerawada, Pune, Maharashtra",Pune,"Cafe, Fast Food",150.0,50,3.9,152.0,81.0,2,
1953,ID_2498,Mumbai Central,Mumbai,Fast Food,100.0,50,3.3,24.0,11.0,1,
1954,ID_854,Delhi University-GTB Nagar,Delhi,"Fast Food, North Indian",200.0,50,3.8,158.0,91.0,2,
1955,ID_2309,Delhi Cantt.,Delhi,"Fast Food, German",350.0,99,3.7,60.0,40.0,2,
1956,ID_1499,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, Rolls",150.0,50,3.1,101.0,17.0,3,
1957,ID_5910,"D-Block, Sector 63, Noida",Noida,North Indian,100.0,50,3.6,24.0,14.0,1,
1958,ID_5941,"Moulali, Kolkata",Kolkata,"Cafe, Salad",350.0,50,3.9,659.0,407.0,2,
1959,ID_7186,"Nathan Road, Mangaldas Road, Pune",Pune,Street Food,100.0,50,3.6,63.0,26.0,1,
1960,ID_6665,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Mishti, Street Food",100.0,50,3.5,108.0,24.0,2,
1961,ID_967,"FTI College, Law College Road, Pune",Pune,"Fast Food, North Indian",150.0,99,3.7,245.0,104.0,2,
1962,ID_7067,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.5,237.0,2.0,1,
1963,ID_2929,"FTI College, Law College Road, Pune",Pune,"Biryani, North Indian, Mughlai",200.0,50,4.0,43.0,33.0,3,
1964,ID_1291,Mumbai Central,Mumbai,"North Indian, Mughlai",200.0,50,2.9,304.0,87.0,2,
1965,ID_2518,"Sector 1, Noida",Noida,"Rolls, Chinese",100.0,50,3.4,44.0,4.0,2,
1966,ID_5161,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"Bakery, Fast Food, Biryani",100.0,50,3.6,63.0,26.0,3,
1967,ID_3933,Delhi Cantt.,Delhi,"Rolls, Fast Food",150.0,50,3.4,55.0,17.0,2,
1968,ID_3057,Delhi University-GTB Nagar,Delhi,"Fast Food, Bakery",150.0,50,3.5,35.0,26.0,2,
1969,ID_4250,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Ice Cream",100.0,50,3.4,17.0,1.0,2,
1970,ID_7751,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Fast Food, Beverages",200.0,50,4.7,91.0,82.0,2,
1971,ID_6367,Majestic,Bangalore,"South Indian, North Indian, Chinese",200.0,50,3.7,17.0,7.0,3,
1972,ID_6483,"FTI College, Law College Road, Pune",Pune,Fast Food,50.0,50,3.6,22.0,2.0,1,
1973,ID_1327,"Delhi Administration Flats, Timarpur",Delhi,"Cafe, Bakery, Fast Food",200.0,50,3.8,978.0,360.0,3,
1974,ID_3187,"Sector 1, Noida",Noida,"Mithai, Street Food",100.0,50,4.0,87.0,69.0,2,
1975,ID_2767,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Cafe, Italian, Healthy Food, Desserts",500.0,99,4.1,179.0,73.0,4,
1976,ID_2469,"Sector 1, Noida",Noida,"Bakery, Fast Food",150.0,50,3.9,115.0,57.0,2,
1977,ID_778,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Street Food",100.0,50,3.8,98.0,41.0,2,
1978,ID_7721,"D-Block, Sector 63, Noida",Noida,"Bar Food, Finger Food, Fast Food, North Indian, Chinese, Continental, Italian",800.0,50,4.2,1505.0,996.0,7,
1979,ID_5643,Delhi University-GTB Nagar,Delhi,"Pizza, Fast Food",200.0,50,3.9,23.0,17.0,2,
1980,ID_7141,Mumbai Central,Mumbai,"Pizza, Fast Food",200.0,50,2.7,7.0,4.0,2,
1981,ID_6904,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Fast Food, Beverages",250.0,50,3.6,63.0,26.0,3,
1982,ID_5559,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,100.0,50,3.2,10.0,4.0,1,
1983,ID_1487,"Hyderabad Public School, Begumpet",Hyderabad,"Tea, Beverages, Fast Food",100.0,50,3.6,83.0,27.0,3,
1984,ID_6885,"Sector 1, Noida",Noida,Chinese,150.0,50,3.4,14.0,2.0,1,
1985,ID_745,"Sector 14, Noida",Noida,"Chinese, Thai, Asian",650.0,50,4.2,2868.0,1681.0,3,
1986,ID_6507,Delhi University-GTB Nagar,Delhi,North Indian,150.0,50,3.6,63.0,26.0,1,
1987,ID_4803,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",250.0,50,3.6,63.0,26.0,2,
1988,ID_5148,Delhi University-GTB Nagar,Delhi,"Chinese, South Indian",200.0,50,3.8,114.0,30.0,2,
1989,ID_2907,"D-Block, Sector 63, Noida",Noida,"Desserts, Ice Cream, Beverages",200.0,50,4.0,178.0,58.0,3,
1990,ID_2939,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Chinese, Mughlai",400.0,50,3.6,35.0,11.0,3,
1991,ID_7050,"FTI College, Law College Road, Pune",Pune,North Indian,150.0,50,3.6,63.0,26.0,1,
1992,ID_6862,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Mughlai",250.0,50,3.8,345.0,122.0,2,
1993,ID_1132,"Nathan Road, Mangaldas Road, Pune",Pune,"Burger, Fast Food",100.0,50,3.4,24.0,6.0,2,
1994,ID_6380,"Hyderabad Public School, Begumpet",Hyderabad,"South Indian, Chinese",100.0,50,3.4,22.0,3.0,2,
1995,ID_6513,"Rmz Centennial, I Gate, Whitefield",Bangalore,North Indian,200.0,50,3.7,7.0,3.0,1,
1996,ID_6541,Majestic,Bangalore,"South Indian, Chinese, North Indian",200.0,50,3.4,34.0,10.0,3,
1997,ID_7927,"Delhi High Court, India Gate",Delhi,North Indian,100.0,50,3.4,11.0,7.0,1,
1998,ID_4772,"D-Block, Sector 63, Noida",Noida,"North Indian, Fast Food, Rolls",200.0,50,3.6,81.0,16.0,3,
1999,ID_7035,"Rmz Centennial, I Gate, Whitefield",Bangalore,Chinese,100.0,50,3.6,63.0,26.0,1,
2000,ID_4889,"Sector 14, Noida",Noida,North Indian,50.0,50,3.4,161.0,120.0,1,
2001,ID_7142,"Yerawada, Pune, Maharashtra",Pune,"Cafe, Coffee, Tea, Desserts",300.0,50,4.5,1322.0,606.0,4,
2002,ID_6727,"FTI College, Law College Road, Pune",Pune,"Chinese, Street Food",100.0,50,3.6,63.0,26.0,2,
2003,ID_1015,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, Continental, Desserts, Beverages, Sandwich",200.0,50,3.3,32.0,24.0,5,
2004,ID_5008,"Raja Bazar, Kolkata",Kolkata,"Pizza, Fast Food",100.0,50,3.2,11.0,3.0,2,
2005,ID_6032,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, South Indian, Continental",300.0,50,3.5,69.0,43.0,4,
2006,ID_2589,Mumbai Central,Mumbai,"Healthy Food, Beverages",300.0,50,4.3,205.0,98.0,2,
2007,ID_4308,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Salad, Beverages",250.0,50,3.6,63.0,26.0,2,
2008,ID_7108,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Biryani",150.0,50,3.7,47.0,9.0,2,
2009,ID_5546,"Rmz Centennial, I Gate, Whitefield",Bangalore,North Indian,200.0,50,3.7,9.0,2.0,1,
2010,ID_7832,"Delhi Administration Flats, Timarpur",Delhi,Fast Food,150.0,50,3.5,86.0,28.0,1,
2011,ID_2040,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, Fast Food, Street Food",150.0,0,3.4,15.0,14.0,3,
2012,ID_8126,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, South Indian",100.0,99,3.2,37.0,9.0,2,
2013,ID_6189,Delhi University-GTB Nagar,Delhi,"Juices, Ice Cream",50.0,50,3.5,19.0,1.0,2,
2014,ID_8600,"Sector 63A,Gurgaon",Gurgaon,"Bakery, Desserts, Fast Food",250.0,99,4.0,178.0,101.0,3,
2015,ID_208,"Delhi High Court, India Gate",Delhi,Mithai,100.0,50,3.6,63.0,26.0,1,
2016,ID_4829,"Rmz Centennial, I Gate, Whitefield",Bangalore,Chinese,100.0,50,4.1,101.0,38.0,1,
2017,ID_2582,"Sector 14, Noida",Noida,Chinese,200.0,50,3.6,63.0,26.0,1,
2018,ID_8485,"Delhi Administration Flats, Timarpur",Delhi,"Cafe, Italian, Chinese, Beverages",300.0,50,4.2,2214.0,1457.0,4,
2019,ID_6522,"MG Road, Pune",Pune,"Bakery, Desserts, Ice Cream",200.0,50,4.4,423.0,188.0,3,
2020,ID_4154,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.9,819.0,153.0,1,
2021,ID_4415,"Dockyard Road, Mumbai CST Area",Mumbai,Chinese,200.0,50,3.2,14.0,9.0,1,
2022,ID_5732,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Italian,250.0,99,3.9,391.0,165.0,1,
2023,ID_6396,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",200.0,50,2.9,15.0,5.0,2,
2024,ID_4991,"Sector 63A,Gurgaon",Gurgaon,"Burger, Fast Food",200.0,50,3.8,40.0,32.0,2,
2025,ID_5717,"D-Block, Sector 63, Noida",Noida,Fast Food,100.0,50,3.6,63.0,26.0,1,
2026,ID_2479,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Mughlai, Biryani",250.0,50,3.6,63.0,26.0,4,
2027,ID_2019,"MG Road, Pune",Pune,South Indian,100.0,50,3.4,21.0,3.0,1,
2028,ID_8558,"Sector 3, Marathalli",Bangalore,"Beverages, Fast Food",100.0,50,3.8,45.0,22.0,2,
2029,ID_311,"Hyderabad Public School, Begumpet",Hyderabad,"South Indian, Chinese",100.0,50,4.0,207.0,37.0,2,
2030,ID_3425,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese, South Indian, Fast Food",200.0,50,3.6,22.0,10.0,4,
2031,ID_4290,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"Mughlai, Biryani",200.0,50,3.9,566.0,77.0,2,
2032,ID_3108,"Sector 1, Noida",Noida,"Chinese, Thai, Momos",400.0,50,3.8,45.0,28.0,3,
2033,ID_1132,"Yerawada, Pune, Maharashtra",Pune,"Burger, Fast Food",100.0,50,3.4,24.0,6.0,2,
2034,ID_3177,Delhi University-GTB Nagar,Delhi,"Chinese, Beverages",100.0,50,2.9,7.0,3.0,2,
2035,ID_2743,"MG Road, Pune",Pune,"North Indian, Chinese",350.0,50,3.6,124.0,56.0,2,
2036,ID_2531,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Pizza, Italian, Fast Food",300.0,50,4.2,164.0,111.0,3,
2037,ID_4073,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, Biryani, Desserts",200.0,50,3.9,65.0,39.0,4,
2038,ID_3768,"Sandhurst Road, Mumbai CST Area",Mumbai,Street Food,50.0,50,3.7,20.0,14.0,1,
2039,ID_1608,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Fast Food",200.0,50,3.8,88.0,25.0,3,
2040,ID_4184,"Delhi High Court, India Gate",Delhi,Ice Cream,150.0,50,3.9,114.0,74.0,1,
2041,ID_8152,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",200.0,50,3.5,141.0,49.0,2,
2042,ID_1698,"Sector 1, Noida",Noida,Chinese,150.0,99,2.7,64.0,24.0,1,
2043,ID_2483,"D-Block, Sector 63, Noida",Noida,"North Indian, Fast Food, Biryani, Rolls, Wraps",250.0,50,4.0,262.0,103.0,5,
2044,ID_7391,"Dockyard Road, Mumbai CST Area",Mumbai,Mughlai,100.0,50,3.3,22.0,8.0,1,
2045,ID_1176,Delhi Cantt.,Delhi,"Fast Food, Italian, Beverages",200.0,50,3.8,119.0,59.0,3,
2046,ID_6444,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Street Food, Fast Food",100.0,50,3.9,170.0,37.0,2,
2047,ID_4635,Pune University,Pune,Street Food,100.0,50,3.6,63.0,26.0,1,
2048,ID_6840,"MG Road, Pune",Pune,"North Indian, Maharashtrian",100.0,50,3.6,63.0,26.0,2,
2049,ID_8490,"Sector 3, Marathalli",Bangalore,"Pizza, Fast Food",250.0,50,3.0,4.0,3.0,2,
2050,ID_1603,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, Rolls",150.0,50,4.0,190.0,77.0,2,
2051,ID_1515,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200.0,50,3.6,98.0,16.0,2,
2052,ID_988,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, North Indian, Mughlai",350.0,50,3.9,2768.0,1369.0,3,
2053,ID_3191,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",300.0,99,3.2,145.0,73.0,2,
2054,ID_755,Mumbai Central,Mumbai,"Desserts, Fast Food",150.0,50,3.6,109.0,56.0,2,
2055,ID_2902,"Yerawada, Pune, Maharashtra",Pune,North Indian,100.0,50,3.6,63.0,26.0,1,
2056,ID_2577,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, Andhra",350.0,99,3.5,34.0,28.0,3,
2057,ID_4154,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.9,819.0,153.0,1,
2058,ID_6878,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese",150.0,50,2.9,12.0,5.0,2,
2059,ID_5903,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",150.0,50,3.3,19.0,26.0,2,
2060,ID_7999,"Sector 1, Noida",Noida,"North Indian, Chinese",250.0,50,3.5,216.0,49.0,2,
